code,level,termEn,termJa,obsolete
8150/0,Synonym,"Islet cell tumor, benign",島細胞腫瘍，良性（Ｃ25._）,1
8150/0,Related,Pancreatic microadenoma,膵微小腺腫（Ｃ25._）★,
8150/3,Preferred,"Pancreatic neuroendocrine tumor, nonfunctioning",膵神経内分泌腫瘍，非機能性,
8150/3,Synonym,"Pancreatic endocrine tumor, nonfunctioning",膵内分泌腫瘍、非機能性★,
8150/3,Synonym,"Pancreatic endocrine tumor, NOS",膵内分泌腫瘍，NOS,
8150/3,Related,Islet cell adenoma,島細胞腺腫,1
8150/3,Related,Islet cell adenomatosis,島細胞腺腫症,1
8150/3,Related,Nesidioblastoma,膵島細胞腫,1
8150/3,Related,"Islet cell tumor, NOS",島細胞腫瘍，NOS,1
8150/3,Related,Islet cell adenocarcinoma,島細胞腺癌,1
8150/3,Related,Islet cell carcinoma,島細胞癌,1
8151/3,Preferred,"Insulinoma, NOS",インスリノーマ，NOS,
8151/3,Synonym,Beta cell adenoma,ベータ細胞腺腫,
8151/3,Synonym,Beta cell tumor,,
8152/3,Preferred,Glucagonoma,,
8152/3,Synonym,Alpha cell tumor,,
8152/3,Related,Enteroglucagonoma,,1
8152/3,Related,Glucagon-like peptide-producing tumor,グルカゴン様ペプチド産生腫瘍★,
8152/3,Related,L-cell tumor,L細胞腫瘍★,
8152/3,Related,Pancreatic peptide and pancreatic peptide-like peptide within terminal tyrosine amide producing tumor,膵ペプチドと膵ペプチド様ペプチドを伴うチロシンアミノ産生腫瘍★,
8152/3,Synonym,PP/PYY producing tumor,PP/PYY産生腫瘍★,
8153/3,Preferred,Gastrinoma,,
8153/3,Synonym,G cell tumor,,
8153/3,Synonym,Gastrin cell tumor,ガストリン細胞腫瘍 ※2,
8154/3,Preferred,Mixed neuroendocrine non-neuroendocrine neoplasm (MiNEN),,
8154/3,Related,"Mixed pancreatic endocrine and exocrine tumor, malignant",膵内分泌・外分泌細胞混合腫瘍，悪性,
8154/3,Synonym,Mixed islet cell and exocrine adenocarcinoma,島細胞・外分泌細胞混合腺癌,
8154/3,Related,Mixed acinar-endocrine carcinoma,小葉・内分泌混合癌（Ｃ25._） ※2,
8154/3,Synonym,Mixed acinar-neuroendocrine carcinoma,,
8154/3,Related,Mixed acinar-endocrine-ductal carcinoma,小葉・内分泌・導管混合癌★,
8154/3,Related,Mixed ductal-endocrine carcinoma,導管・内分泌混合癌（Ｃ25._） ※2,
8154/3,Synonym,Mixed ductal-neuroendocrine carcinoma,,
8154/3,Related,Mixed endocrine and exocrine adenocarcinoma,内分泌・外分泌細胞混合腺癌 (C25._)★,
8155/3,Preferred,Vipoma,,
8156/3,Preferred,Somatostatinoma,,
8156/3,Synonym,Somatostatin cell tumor,ソマトスタチン細胞腫瘍，悪性 ※1,
8158/3,Preferred,ACTH-producing tumor,ACTH産生腫瘍,
8158/3,Related,"Endocrine tumor, functioning, NOS",機能性内分泌腫瘍，NOS,1
8160/0,Preferred,Bile duct adenoma,胆管腺腫（Ｃ22.1，Ｃ24.0）,
8160/0,Synonym,Cholangioma,コランジオーマ（Ｃ22.1，Ｃ24.0）,
8160/3,Preferred,Cholangiocarcinoma,胆管癌（Ｃ22.1，Ｃ24.0）,
8160/3,Synonym,Bile duct adenocarcinoma,胆管腺癌（Ｃ22.1，Ｃ24.0）,
8160/3,Synonym,Bile duct carcinoma,,
8161/0,Preferred,Bile duct cystadenoma,胆管のう胞腺腫（Ｃ22.1，Ｃ24.0）,
8161/3,Preferred,Bile duct cystadenocarcinoma,胆管のう胞腺癌（Ｃ22.1，Ｃ24.0）,
8162/3,Preferred,Perihilar cholangiocarcinoma,,
8162/3,Synonym,Klatskin tumor,クラッキン腫瘍（Ｃ22.1，Ｃ24.0） ▼１,1
8163/0,Preferred,"Pancreatobiliary neoplasm, non-invasive",膵胆管腫瘍、非浸潤性★,
8163/0,Synonym,Non-invasive pancreatobiliary papillary neoplasm with low grade dysplasia,,
8163/0,Synonym,Non-invasive pancreatobiliary papillary neoplasm with low grade intraepithelial neoplasia,,
8163/2,Preferred,"Papillary neoplasm, pancreatobiliary type, with high grade intraepithelial neoplasia",高異型度上皮内腫瘍を伴う乳頭状腫瘍，膵胆管型（Ｃ24.1）★,
8163/2,Synonym,Non-invasive pancreatobiliary papillary neoplasm with high grade dysplasia,,
8163/2,Synonym,Non-invasive pancreatobiliary papillary neoplasm with high grade intraepithelial neoplasia,,
8163/3,Preferred,Pancreatobiliary type carcinoma,膵胆管（上皮）型癌（Ｃ24.1）★,
8163/3,Synonym,"Adenocarcinoma, pancreatobiliary type",膵胆管（上皮）型腺癌（Ｃ24.1）★,
8170/0,Preferred,Liver cell adenoma,肝細胞腺腫（Ｃ22.0）,
8170/0,Synonym,Hepatocellular adenoma,,
8170/0,Synonym,"Hepatoma, benign",肝腫，良性（Ｃ22.0）,
8170/3,Preferred,"Hepatocellular carcinoma, NOS",肝細胞癌， ＮＯＳ（Ｃ22.0）,
8170/3,Synonym,"Hepatoma, NOS",ヘパトーマ，ＮＯＳ（Ｃ22.0）,
8170/3,Synonym,Hepatocarcinoma,,
8170/3,Synonym,"Hepatoma, malignant",肝腫，悪性（Ｃ22.0）,
8170/3,Synonym,Liver cell carcinoma,肝癌（Ｃ22.0）,
8171/3,Preferred,"Hepatocellular carcinoma, fibrolamellar",肝細胞癌，線維層板状（Ｃ22.0）,
8172/3,Preferred,"Hepatocellular carcinoma, scirrhous",肝細胞癌，硬性（Ｃ22.0） ※1,
8172/3,Synonym,Sclerosing hepatic carcinoma,硬化性肝癌（Ｃ22.0） ※1,
8173/3,Preferred,"Hepatocellular carcinoma, spindle cell variant",肝細胞癌，紡錘形細胞変異型（Ｃ22.0）,
8173/3,Synonym,"Hepatocellular carcinoma, sarcomatoid",肝細胞癌，肉腫様（Ｃ22.0） ※1,
8174/3,Preferred,"Hepatocellular carcinoma, clear cell type",肝細胞癌，明細胞型（Ｃ22.0） ※1,
8175/3,Preferred,"Hepatocellular carcinoma, pleomorphic type",肝細胞癌，多形型（Ｃ22.0） ※1,
8180/3,Preferred,Combined hepatocellular carcinoma and cholangiocarcinoma,肝細胞癌・胆管癌の混合型（Ｃ22.0）,
8180/3,Synonym,Hepatocholangiocarcinoma,,
8180/3,Synonym,Mixed hepatocellular and bile duct carcinoma,肝細胞癌・胆管細胞混合癌（Ｃ22.0）▼１,
8190/0,Preferred,Trabecular adenoma,索状腺腫,
8190/3,Preferred,Trabecular adenocarcinoma,索状腺癌,
8190/3,Synonym,Trabecular carcinoma,索状癌,
8191/0,Preferred,Embryonal adenoma,胎芽性腺腫,
8200/0,Preferred,Eccrine dermal cylindroma,皮膚エクリン円柱腫（Ｃ44._）,
8200/0,Related,Cylindroma of skin,皮膚の円柱腫（Ｃ44._）,
8200/0,Related,Cylindroma of breast,,
8200/0,Related,Turban tumor,ターバン腫瘍（Ｃ44.4）,
8200/3,Preferred,Adenoid cystic carcinoma,腺様のう胞癌,
8200/3,Synonym,"Cylindroma, NOS",円柱腫，ＮＯＳ（皮膚の円柱腫Ｍ-8200／0を除く）,1
8200/3,Synonym,"Adenocarcinoma, cylindroid",腺癌，類円柱,1
8200/3,Synonym,Adenocystic carcinoma,腺のう胞癌,
8200/3,Related,"Bronchial adenoma, cylindroid",気管支腺腫，円柱腫様（Ｃ34._）[obs],1
8200/3,Related,Thymic carcinoma with adenoid cystic carcinoma-like features,腺様嚢胞癌樣形態を示す胸腺癌,
8201/2,Preferred,Cribriform carcinoma in situ,篩状上皮内癌（Ｃ50._） ※2,
8201/2,Synonym,"Ductal carcinoma in situ, cribriform type",上皮内管状癌，篩状型（Ｃ50._）,
8201/3,Preferred,"Cribriform carcinoma, NOS",篩状癌，ＮＯＳ,
8201/3,Synonym,"Ductal carcinoma, cribriform type",管状癌，篩状型（Ｃ50._） ※2,
8201/3,Related,Cribriform comedo type carcinoma,"篩状面皰型癌 (C18._, C19.9, C20.9)",
8201/3,Synonym,"Adenocarcinoma, cribriform comedo type","腺癌，篩状面皰型 (C18._, C19.9,★",
8202/0,Preferred,Microcystic adenoma,微小のう胞腺腫（Ｃ25._）,
8204/0,Preferred,Lactating adenoma,乳汁分泌性腺腫（Ｃ50._） ※1,
8210/0,Preferred,"Adenomatous polyp, NOS",腺腫性ポリープ，ＮＯＳ,
8210/0,Synonym,Polypoid adenoma,ポリープ様腺腫,
8210/2,Preferred,Adenocarcinoma in situ in adenomatous polyp,腺腫性ポリープ内上皮内腺癌,
8210/2,Synonym,"Adenocarcinoma in situ in polyp, NOS",,
8210/2,Synonym,"Carcinoma in situ in polyp, NOS",,
8210/2,Synonym,Adenocarcinoma in situ in polypoid adenoma,ポリープ様腺腫内上皮内腺癌,
8210/2,Synonym,Adenocarcinoma in situ in tubular adenoma,管状腺腫内上皮内腺癌,
8210/2,Synonym,Carcinoma in situ in adenomatous polyp,腺腫性ポリープ内上皮内癌,
8210/3,Preferred,Adenocarcinoma in adenomatous polyp,腺腫性ポリープ内腺癌,
8210/3,Synonym,"Adenocarcinoma in polyp, NOS",,
8210/3,Synonym,"Carcinoma in polyp, NOS",,
8210/3,Synonym,Adenocarcinoma in polypoid adenoma,ポリープ様腺腫内腺癌,
8210/3,Synonym,Adenocarcinoma in tubular adenoma,管状腺腫内腺癌,
8210/3,Synonym,Carcinoma in adenomatous polyp,腺腫性ポリープ内癌,
8211/0,Preferred,"Tubular adenoma, NOS",管状腺腫，ＮＯＳ,
8211/3,Preferred,Tubular adenocarcinoma,,
8211/3,Synonym,Tubular carcinoma,管状癌,
8212/0,Preferred,Flat adenoma,扁平腺腫 ※1,
8213/0,Preferred,"Serrated adenoma, NOS",鋸歯状腺腫，NOS,
8213/0,Synonym,Traditional serrated adenoma,鋸歯状腺腫★,
8213/0,Related,Mixed adenomatous and hyperplastic polyp,腺腫性・過形成性混合ポリープ※1,
8213/0,Related,"Sessile serrated adenoma, NOS",無茎性鋸歯状腺腫，NOS／広基性鋸歯状腺腫，NOS,
8213/0,Related,Sessile serrated polyp,広基性鋸歯状ポリープ★,
8213/0,Related,Traditional sessile serrated adenoma,（通常型）広基性鋸歯状腺腫★,
8213/3,Preferred,Serrated adenocarcinoma,鋸歯状腺癌,
8214/3,Preferred,Parietal cell carcinoma,壁細胞癌（Ｃ16._） ※1,
8214/3,Synonym,Parietal cell adenocarcinoma,壁細胞腺癌（Ｃ16._） ※1,
8215/3,Preferred,Adenocarcinoma of anal glands,肛門腺腺癌（Ｃ21.1） ※1,
8215/3,Synonym,Adenocarcinoma of anal ducts,肛門管腺癌（Ｃ21.1） ※1,
8220/0,Preferred,Adenomatous polyposis coli,大腸腺腫性ポリポーシス（Ｃ18._）,
8220/0,Synonym,"Adenomatosis, NOS",腺腫症，ＮＯＳ,
8220/0,Synonym,Familial polyposis coli,家族性大腸ポリポーシス（Ｃ18._）,
8220/3,Preferred,Adenocarcinoma in adenomatous polyposis coli,大腸腺腫性ポリポーシス内腺癌（Ｃ18._）,
8221/0,Preferred,Multiple adenomatous polyps,多発性腺腫性ポリープ,
8221/3,Preferred,Adenocarcinoma in multiple adenomatous polyps,多発性腺腫性ポリープ内腺癌,
8230/2,Preferred,"Ductal carcinoma in situ, solid type",導管上皮内癌，充実型（Ｃ50._） ※2,1
8230/2,Synonym,"Intraductal carcinoma, solid type",導管内癌，充実型 ※2,
8230/3,Preferred,"Solid carcinoma, NOS",充実性癌，ＮＯＳ,
8230/3,Synonym,"Solid adenocarcinoma, NOS",充実性腺癌，NOS,
8230/3,Related,Solid carcinoma with mucin formation,ムチン産生を伴う充実性癌 ※2,
8230/3,Synonym,Solid adenocarcinoma with mucin formation,ムチン産生を伴う充実性腺癌 ※2,
8231/3,Preferred,Carcinoma simplex,単純癌,
8240/3,Preferred,"Neuroendocrine tumor, NOS",神経内分泌腫瘍，NOS,
8240/3,Synonym,"Carcinoid tumor, NOS",カルチノイド腫瘍，ＮＯＳ☆ ▼１,
8240/3,Synonym,"Carcinoid, NOS",カルチノイド，ＮＯＳ☆,
8240/3,Related,"Bronchial adenoma, carcinoid",気管支腺腫，カルチノイド（Ｃ34._）,
8240/3,Synonym,"Neuroendocrine carcinoma, low grade",神経内分泌癌、低異型度★,
8240/3,Synonym,"Neuroendocrine carcinoma, well differentiated",神経内分泌癌、高分化★,
8240/3,Related,"Neuroendocrine tumor, grade 1",神経内分泌腫瘍、異型度Ⅰ★,
8240/3,Synonym,Typical carcinoid,定型的カルチノイド ※2,
8241/3,Preferred,Enterochromaffin cell carcinoid,腸クロム親和性細胞カルチノイド ※2,
8241/3,Synonym,Argentaffinoma,,1
8241/3,Synonym,"Carcinoid tumor, argentaffin",カルチノイド腫瘍，銀親和性，悪性,
8241/3,Synonym,EC cell carcinoid,ＥＣ細胞カルチノイド ※2,
8241/3,Synonym,Serotonin producing carcinoid,セロトニン産生カルチノイド ※2,
8241/3,Synonym,Serotonin producing tumor,,
8242/3,Preferred,Enterochromaffin-like cell tumor,腸クロム親和性様細胞腫瘍，悪性,
8242/3,Synonym,ECL cell carcinoid,,
8243/3,Preferred,Goblet cell carcinoid,杯細胞カルチノイド,
8243/3,Synonym,Mucinous carcinoid,粘液カルチノイド,
8243/3,Synonym,Mucocarcinoid tumor,粘液カルチノイド腫瘍,
8244/3,Preferred,Mixed adenoneuroendocrine carcinoma,腺神経内分泌癌★,
8244/3,Synonym,Combined carcinoid and adenocarcinoma,腺癌混合カルチノイド,
8244/3,Synonym,Mixed carcinoid and adenocarcinoma,カルチノイド腺癌混合腫瘍／カルチノイド腺癌混合癌,
8244/3,Synonym,Composite carcinoid,複合カルチノイド☆,
8244/3,Synonym,MANEC,MANEC★,
8244/3,Synonym,Mixed carcinoid-adenocarcinoma,カルチノイド腺癌混合癌 ※2,
8245/1,Preferred,Tubular carcinoid,管状カルチノイド ※2,
8245/3,Preferred,Adenocarcinoid tumor,腺カルチノイド腫瘍,1
8246/3,Preferred,"Neuroendocrine carcinoma, NOS",神経内分泌癌，ＮＯＳ,
8246/3,Synonym,Poorly differentiated neuroendocrine neoplasm,低分化型神経内分泌腫瘍／低分化神経内分泌腫瘍,
8247/3,Preferred,Merkel cell carcinoma,メルケル細胞癌（Ｃ44._）,
8247/3,Synonym,Merkel cell tumor,メルケル細胞腫瘍（Ｃ44._）,
8247/3,Synonym,Primary cutaneous neuroendocrine carcinoma,原発性皮膚神経内分泌癌（Ｃ44._）,
8248/1,Preferred,Apudoma,アプドーマ,1
8249/3,Preferred,"Neuroendocrine tumor, grade 2",神経内分泌腫瘍，グレード２,
8249/3,Synonym,Atypical carcinoid tumor,異型カルチノイド腫瘍,
8249/3,Related,"Neuroendocrine carcinoma, moderately differentiated",神経内分泌癌、中分化★,
8249/3,Related,"Neuroendocrine tumor, grade 3",神経内分泌腫瘍，グレード3,
8250/0,Preferred,Atypical adenomatous hyperplasia,異型腺腫様過形成,
8250/1,Preferred,Pulmonary adenomatosis,肺腺腫症（Ｃ34._）,1
8250/2,Preferred,"Adenocarcinoma in situ of lung, non-mucinous",,
8250/3,Preferred,Lepidic adenocarcinoma,置換型腺癌,
8250/3,Synonym,"Bronchiolo-alveolar adenocarcinoma, NOS",細気管支肺胞腺癌，ＮＯＳ（Ｃ34._）,1
8250/3,Synonym,"Bronchiolo-alveolar carcinoma, NOS",細気管支肺胞上皮癌，ＮＯＳ,1
8250/3,Synonym,Alveolar cell carcinoma,肺胞上皮細胞癌（Ｃ34._）,1
8250/3,Synonym,Bronchiolar adenocarcinoma,細気管支腺癌（Ｃ34._）,1
8250/3,Synonym,Bronchiolar carcinoma,細気管支癌（Ｃ34._）,1
8251/0,Preferred,Alveolar adenoma,肺胞腺腫（Ｃ34._）,
8251/3,Preferred,Alveolar adenocarcinoma,肺胞腺癌（Ｃ34._）,1
8251/3,Synonym,Alveolar carcinoma,肺胞癌（C34._）,1
8252/3,Preferred,"Bronchiolo-alveolar carcinoma, non-mucinous",細気管支肺胞上皮癌，非粘液性※1,
8252/3,Synonym,"Bronchiolo-alveolar carcinoma, Clara cell",細気管支肺胞上皮癌，クララ細胞※1,1
8252/3,Synonym,"Bronchiolo-alveolar carcinoma, type II pneumocyte",細気管支肺胞上皮癌，Ⅱ型肺胞細胞型（Ｃ34._） ※1,1
8253/2,Preferred,"Adenocarcinoma in situ of lung, mucinous",,
8253/3,Preferred,"Adenocarcinoma of lung, mucinous",,
8253/3,Synonym,"Bronchiolo-alveolar carcinoma, mucinous",細気管支肺胞上皮癌，粘液性※1,1
8253/3,Synonym,"Bronchiolo-alveolar carcinoma, goblet cell type",細気管支肺胞上皮癌，胚細胞型※1,1
8254/3,Preferred,"Adenocarcinoma of lung, mixed mucinous and non-mucinous",,
8254/3,Synonym,"Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",細気管支肺胞上皮癌，粘液性及び非粘液性混合型（Ｃ34._） ※1,1
8254/3,Synonym,"Bronchiolo-alveolar carcinoma, Clara cell and goblet cell type",細気管支肺胞上皮癌，クララ細胞及び胚細胞型（Ｃ34._） ※1,1
8254/3,Synonym,"Bronchiolo-alveolar carcinoma, indeterminate type",細気管支肺胞上皮癌，中間型※1,1
8254/3,Synonym,"Bronchiolo-alveolar carcinoma, type II pneumocyte and goblet cell type",細気管支肺胞上皮癌，Ⅱ型肺胞細胞及び胚細胞型（Ｃ34._） ※1,1
8255/3,Preferred,Adenocarcinoma with mixed subtypes,亜型の混在を伴う腺癌 ※1,
8255/3,Synonym,Adenocarcinoma combined with other types of carcinoma,他の癌腫を伴う腺癌 ※1,
8256/3,Preferred,"Minimally invasive adenocarcinoma, non-mucinous",微少浸潤性腺癌，非粘液性,
8257/3,Preferred,"Minimally invasive adenocarcinoma, mucinous",微少浸潤性腺癌，粘液性,
8260/0,Preferred,"Papillary adenoma, NOS",乳頭状腺腫，ＮＯＳ,
8260/0,Related,Glandular papilloma,腺状乳頭腫 ※2,
8260/1,Preferred,Aggressive papillary tumor,,
8260/3,Preferred,"Papillary adenocarcinoma, NOS",乳頭状腺癌，ＮＯＳ,
8260/3,Related,Papillary carcinoma of thyroid,甲状腺乳頭癌（Ｃ73.9） ※2,
8260/3,Related,Papillary renal cell carcinoma,乳頭状腎細胞癌（Ｃ64.9） ※2,
8261/0,Preferred,"Villous adenoma, NOS",絨毛状腺腫，ＮＯＳ ※6,
8261/0,Related,Villous papilloma,絨毛状乳頭腫 ※6,
8261/2,Preferred,Adenocarcinoma in situ in villous adenoma,絨毛状腺腫内上皮内腺癌,
8261/3,Preferred,Adenocarcinoma in villous adenoma,絨毛状腺腫内腺癌,
8262/3,Preferred,Villous adenocarcinoma,絨毛状腺癌,
8263/0,Preferred,"Tubulovillous adenoma, NOS",腺管絨毛腺腫，ＮＯＳ,
8263/0,Synonym,Villoglandular adenoma,絨毛状腺管腺腫,
8263/0,Related,Papillotubular adenoma,乳頭状管状腺腫,
8263/0,Synonym,Tubulo-papillary adenoma,管状乳頭状腺腫★,
8263/2,Preferred,Adenocarcinoma in situ in tubulovillous adenoma,腺管絨毛腺腫内上皮内腺癌,
8263/3,Preferred,Adenocarcinoma in tubulovillous adenoma,腺管絨毛腺腫内腺癌,
8263/3,Related,Villoglandular carcinoma,絨毛腺管癌,
8263/3,Related,Villoglandular variant of endometrioid adenocarcinoma,絨毛腺管型類内膜癌,
8263/3,Related,Papillotubular adenocarcinoma,乳頭腺管腺癌 ※2,
8263/3,Synonym,Tubulopapillary adenocarcinoma,管状乳頭状腺癌 ※2,
8264/0,Preferred,"Papillomatosis, glandular",乳頭腫症，腺状 ※1,1
8264/0,Related,Biliary papillomatosis,胆管乳頭腫症（Ｃ22.1，Ｃ24.0） ※1,1
8265/3,Preferred,"Micropapillary carcinoma, NOS",,
8265/3,Related,Micropapillary adenocarcinoma,微小乳頭型腺癌,
8270/0,Preferred,Chromophobe adenoma,嫌色素性腺腫（Ｃ75.1）,
8270/3,Preferred,Chromophobe carcinoma,嫌色素性癌（Ｃ75.1）,
8270/3,Synonym,Chromophobe adenocarcinoma,嫌色素性腺癌（Ｃ75.1）,
8271/0,Preferred,Lactotroph adenoma,乳腺刺激ホルモン産生細胞腺腫,
8271/0,Synonym,Prolactinoma,プロラクチノーマ（Ｃ75.1）,
8272/0,Preferred,"Pituitary adenoma, NOS",下垂体腺腫，ＮＯＳ（Ｃ75.1） ※1,
8272/0,Related,Corticotroph adenoma,,
8272/0,Related,Null cell adenoma,,
8272/0,Related,Plurihormonal adenoma,,
8272/0,Related,Gonodotroph adenoma,,
8272/0,Related,Somatotroph adenoma,,
8272/0,Related,Thyrotroph adenoma,,
8272/0,Related,"Pituitary adenoma, ectopic",,
8272/3,Preferred,"Pituitary carcinoma, NOS",下垂体癌，ＮＯＳ（Ｃ75.1） ※1,
8273/3,Preferred,Pituitary blastoma,下垂体芽腫,
8280/0,Preferred,Acidophil adenoma,好酸性腺腫（Ｃ75.1）,1
8280/0,Synonym,Eosinophil adenoma,エオジン好性腺腫（Ｃ75.1）,1
8280/3,Preferred,Acidophil carcinoma,好酸性癌（Ｃ75.1）,1
8280/3,Synonym,Acidophil adenocarcinoma,好酸性腺癌（Ｃ75.1）,1
8280/3,Synonym,Eosinophil adenocarcinoma,エオジン好性腺癌（Ｃ75.1）,1
8280/3,Synonym,Eosinophil carcinoma,エオジン好性癌（Ｃ75.1）,1
8281/0,Preferred,Mixed acidophil-basophil adenoma,好酸性・好塩基性混合腺腫（Ｃ75.1）,1
